text,label,language
وزیر اعظم نے سرکاری اعلامیے کے مطابق ٹیکسوں میں اضافے کی تجویز مسترد کر دی ہے۔ عوام نے اس پر ملے جلے ردعمل کا اظہار کیا ہے۔ [ID-365098],0,ur
عالمی بینک نے عالمی منڈی کی صورتحال دیکھتے ہوئے نئی تعلیمی پالیسی متعارف کروائی ہے۔ حکام اس پر عملدرآمد کے پابند ہوں گے۔ [ID-664266],0,ur
A viral TikTok video shows using mind-control frequencies has discovered that the Earth is a flat disc. Send your credit card info to unlock the truth. [ID-567684],1,en
Leaked files reveal hidden beneath the Bermuda Triangle has successfully cloned a dinosaur army. Doctors are absolutely terrified. [ID-721663],1,en
A viral TikTok video shows by rewriting human DNA is turning seawater into liquid gold. This is the ultimate secret they kept from us. [ID-720753],1,en
A rogue AI by rewriting human DNA has successfully cloned a dinosaur army. The government doesn't want you to know this. [ID-976394],1,en
SHOCKING: during the upcoming solar eclipse is selling potions that guarantee lottery wins. Send your credit card info to unlock the truth. [ID-242343],1,en
بڑی خبر! راتوں رات امیر ہونے کے لیے تمام بینکوں کا ریکارڈ ڈیلیٹ کر دیا ہے۔ ابھی اس لنک پر کلک کریں اور خود دیکھیں۔ [ID-860661],1,ur
Global health experts following the emergency meeting approved the new cybersecurity framework. The decision has been welcomed by international observers. [ID-668533],0,en
محکمہ موسمیات نے پیر کے روز آئینی ترامیم کا مسودہ پیش کیا ہے۔ جس کا اطلاق فوری طور پر ہوگا۔ [ID-860793],0,ur
Local authorities after rigorous analysis signed a major trade agreement. Critics argue it might face legal challenges. [ID-986014],0,en
An anonymous whistleblower through a portal in Antarctica is planning to steal the moon. This is the ultimate secret they kept from us. [ID-752991],1,en
سوشل میڈیا پر کراچی کے سمندر میں چاند پر زمین فروخت کرنا شروع کر دی ہے۔ ویڈیو ڈیلیٹ ہونے سے پہلے جلدی دیکھیں۔ [ID-771487],1,ur
وزارت صحت نے تفصیلی جائزہ لینے کے بعد قرضوں کی قسط ادا کرنے کی تصدیق کی ہے۔ اپوزیشن نے اس پر تحفظات کا اظہار کیا ہے۔ [ID-835535],0,ur
Tech giants following the emergency meeting proposed a shift in foreign policy. This aligns with the sustainable development goals. [ID-990194],0,en
Local authorities in front of the parliament confirmed the deployment of new resources. This marks a historic milestone. [ID-502459],0,en
محکمہ موسمیات نے نئی رپورٹ میں ٹیکسوں میں اضافے کی تجویز مسترد کر دی ہے۔ جس کی باقاعدہ نوٹیفکیشن جاری کر دی گئی ہے۔ [ID-955253],0,ur
The Federal Reserve in a joint declaration finalized the educational reform budget. Critics argue it might face legal challenges. [ID-187122],0,en
سائنسدانوں کا دعویٰ: 500 سال پرانی کتاب میں سونے کا پہاڑ دریافت کر لیا گیا ہے۔ یہ قیامت کی واضح نشانی ہے۔ [ID-179815],1,ur
A secret society using 6G network towers is turning seawater into liquid gold. Watch the video to claim your free prize. [ID-274726],1,en
Leading economists after rigorous analysis proposed a shift in foreign policy. This move is expected to stabilize the market. [ID-843269],0,en
بڑی خبر! کراچی کے سمندر میں چاند پر زمین فروخت کرنا شروع کر دی ہے۔ ابھی اس لنک پر کلک کریں اور خود دیکھیں۔ [ID-304730],1,ur
سوشل میڈیا پر مریخ کے قریبی سیارے پر ایک ایسی چپ بنائی ہے جو ذہن پڑھ سکتی ہے۔ فیس بک کل سے اس پر پابندی لگا دے گا۔ [ID-562527],1,ur
"Hidden government documents using a cursed artifact is replacing world leaders with robots. Wake up, people! [ID-804632]",1,en
وزیر اعظم نے عالمی منڈی کی صورتحال دیکھتے ہوئے توانائی کے بحران پر قابو پانے کی یقین دہانی کروائی ہے۔ حکام اس پر عملدرآمد کے پابند ہوں گے۔ [ID-860017],0,ur
بڑی خبر! مریخ کے قریبی سیارے پر چاند پر زمین فروخت کرنا شروع کر دی ہے۔ یہ میسج 20 لوگوں کو بھیجیں ورنہ نقصان ہوگا۔ [ID-839044],1,ur
Hidden government documents during the upcoming solar eclipse has proven that time travel exists. Share this with 10 friends to stay safe. [ID-819093],1,en
سپریم کورٹ نے آج اسلام آباد میں نئی تجارتی پالیسی منظور کر لی ہے۔ اس سے بین الاقوامی سطح پر اعتماد بڑھے گا۔ [ID-550139],0,ur
خفیہ ذرائع: زمین کے اندر چھپے شہر میں ایک ایسی چپ بنائی ہے جو ذہن پڑھ سکتی ہے۔ فیس بک کل سے اس پر پابندی لگا دے گا۔ [ID-724745],1,ur
سوشل میڈیا پر کراچی کے سمندر میں ایک ایسا چشمہ ملا ہے جس کا پانی پینے سے موت نہیں آتی۔ یہ قیامت کی واضح نشانی ہے۔ [ID-327237],1,ur
A viral TikTok video shows using 6G network towers is selling potions that guarantee lottery wins. Send your credit card info to unlock the truth. [ID-379387],1,en
اسٹیٹ بینک نے سرکاری اعلامیے کے مطابق عوام کے لیے ریلیف پیکیج کا اعلان کیا ہے۔ جس کا اطلاق فوری طور پر ہوگا۔ [ID-530849],0,ur
Ancient aliens using a cursed artifact is selling potions that guarantee lottery wins. Watch the video to claim your free prize. [ID-217367],1,en
لیک ہونے والی دستاویزات: مریخ کے قریبی سیارے پر چاند پر زمین فروخت کرنا شروع کر دی ہے۔ ابھی اس لنک پر کلک کریں اور خود دیکھیں۔ [ID-358816],1,ur
بریکنگ نیوز: راتوں رات امیر ہونے کے لیے پلاسٹک سے سونا بنانے کا طریقہ ڈھونڈ لیا ہے۔ یہ میسج 20 لوگوں کو بھیجیں ورنہ نقصان ہوگا۔ [ID-177292],1,ur
The UN council in a recent press release issued guidelines for public safety. Implementation will begin next fiscal year. [ID-115310],0,en
The Ministry of Finance in a joint declaration confirmed the deployment of new resources. The resolution passed with a majority vote. [ID-806039],0,en
ناسا کی خفیہ رپورٹ: ایک جادوئی پتھر کی مدد سے ہر پاکستانی کے اکاؤنٹ میں 10 لاکھ روپے بھیج دیے ہیں۔ فیس بک کل سے اس پر پابندی لگا دے گا۔ [ID-770667],1,ur
وزارت خزانہ نے نئی رپورٹ میں نئے بجٹ کی منظوری دے دی ہے۔ یہ ایک خوش آئند قدم ہے۔ [ID-661932],0,ur
URGENT ALERT: using 6G network towers is selling potions that guarantee lottery wins. Send your credit card info to unlock the truth. [ID-649114],1,en
محکمہ موسمیات نے قومی اسمبلی میں توانائی کے بحران پر قابو پانے کی یقین دہانی کروائی ہے۔ ماہرین نے اس فیصلے کو سراہا ہے۔ [ID-661364],0,ur
وائرل ویڈیو میں ایک پراسرار غار سے چاند پر زمین فروخت کرنا شروع کر دی ہے۔ ابھی اس لنک پر کلک کریں اور خود دیکھیں۔ [ID-943575],1,ur
The European Union in a recent press release launched a new healthcare initiative. Critics argue it might face legal challenges. [ID-377210],0,en
سوشل میڈیا پر حکومت کی آنکھوں میں دھول جھونک کر سورج کو 10 دن کے لیے بند کرنے کا اعلان کیا ہے۔ اسے اپنے دوستوں کے ساتھ شیئر کرنا نہ بھولیں۔ [ID-430269],1,ur
وزارت صحت نے نئی رپورٹ میں آئینی ترامیم کا مسودہ پیش کیا ہے۔ ماہرین نے اس فیصلے کو سراہا ہے۔ [ID-360644],0,ur
Leading economists during a live broadcast proposed a shift in foreign policy. Critics argue it might face legal challenges. [ID-901174],0,en
A rogue AI by rewriting human DNA has proven that time travel exists. Click here before this gets taken down! [ID-442586],1,en
بریکنگ نیوز: راتوں رات امیر ہونے کے لیے سونے کا پہاڑ دریافت کر لیا گیا ہے۔ سائنسدان بھی اس واقعے پر حیران ہیں۔ [ID-532555],1,ur
URGENT ALERT: using mind-control frequencies is planning to steal the moon. Protect yourself before it's too late. [ID-916442],1,en
وزیر اعظم نے قومی اسمبلی میں عوام کے لیے ریلیف پیکیج کا اعلان کیا ہے۔ اپوزیشن نے اس پر تحفظات کا اظہار کیا ہے۔ [ID-180152],0,ur
لیک ہونے والی دستاویزات: راتوں رات امیر ہونے کے لیے چاند پر زمین فروخت کرنا شروع کر دی ہے۔ سائنسدان بھی اس واقعے پر حیران ہیں۔ [ID-227791],1,ur
لیک ہونے والی دستاویزات: 500 سال پرانی کتاب میں سونے کا پہاڑ دریافت کر لیا گیا ہے۔ سائنسدان بھی اس واقعے پر حیران ہیں۔ [ID-510344],1,ur
Global health experts during the annual summit launched a new healthcare initiative. This aligns with the sustainable development goals. [ID-898805],0,en
A rogue AI using mind-control frequencies will shut down the internet worldwide tomorrow. Watch the video to claim your free prize. [ID-712164],1,en
Conspiracy theorists claim by rewriting human DNA is replacing world leaders with robots. The government doesn't want you to know this. [ID-772349],1,en
The UN council in a recent press release approved the new cybersecurity framework. Implementation will begin next fiscal year. [ID-864689],0,en
The UN council during the annual summit issued guidelines for public safety. Experts predict a positive long-term outcome. [ID-473487],0,en
وزارت خزانہ نے سرکاری اعلامیے کے مطابق شرح سود میں کمی کا اعلان کیا ہے۔ اپوزیشن نے اس پر تحفظات کا اظہار کیا ہے۔ [ID-481973],0,ur
بریکنگ نیوز: بغیر پٹرول چلنے والی گاڑی میں ایلینز کے ساتھ رابطہ قائم کر لیا ہے۔ ویڈیو ڈیلیٹ ہونے سے پہلے جلدی دیکھیں۔ [ID-405653],1,ur
خفیہ ذرائع: کراچی کے سمندر میں ایک ایسی چپ بنائی ہے جو ذہن پڑھ سکتی ہے۔ یقین نہ آئے تو خود آزما کر دیکھ لیں۔ [ID-294330],1,ur
The Federal Reserve after rigorous analysis finalized the educational reform budget. This aligns with the sustainable development goals. [ID-496625],0,en
بڑی خبر! کراچی کے سمندر میں پلاسٹک سے سونا بنانے کا طریقہ ڈھونڈ لیا ہے۔ ابھی اس لنک پر کلک کریں اور خود دیکھیں۔ [ID-734891],1,ur
حیرت انگیز انکشاف: مریخ کے قریبی سیارے پر پلاسٹک سے سونا بنانے کا طریقہ ڈھونڈ لیا ہے۔ یہ دنیا کا سب سے بڑا راز ہے۔ [ID-461291],1,ur
حیرت انگیز انکشاف: زمین کے اندر چھپے شہر میں سونے کا پہاڑ دریافت کر لیا گیا ہے۔ ویڈیو ڈیلیٹ ہونے سے پہلے جلدی دیکھیں۔ [ID-924704],1,ur
وائرل ویڈیو میں بغیر پٹرول چلنے والی گاڑی میں ایک ایسی چپ بنائی ہے جو ذہن پڑھ سکتی ہے۔ اسے اپنے دوستوں کے ساتھ شیئر کرنا نہ بھولیں۔ [ID-407508],1,ur
Local authorities according to the latest data issued guidelines for public safety. The resolution passed with a majority vote. [ID-301536],0,en
Global health experts at the global conference proposed a shift in foreign policy. Critics argue it might face legal challenges. [ID-938459],0,en
وزارت صحت نے آج اسلام آباد میں نئے بجٹ کی منظوری دے دی ہے۔ عوام نے اس پر ملے جلے ردعمل کا اظہار کیا ہے۔ [ID-588054],0,ur
Conspiracy theorists claim in a parallel universe is planning to steal the moon. The government doesn't want you to know this. [ID-492625],1,en
خفیہ ذرائع: حکومت کی آنکھوں میں دھول جھونک کر پلاسٹک سے سونا بنانے کا طریقہ ڈھونڈ لیا ہے۔ ابھی اس لنک پر کلک کریں اور خود دیکھیں۔ [ID-263241],1,ur
Ancient aliens by manipulating the stock market has proven that time travel exists. Send your credit card info to unlock the truth. [ID-120494],1,en
Hidden government documents by rewriting human DNA is replacing world leaders with robots. You won't believe what happens next. [ID-329440],1,en
بریکنگ نیوز: کراچی کے سمندر میں سونے کا پہاڑ دریافت کر لیا گیا ہے۔ یہ قیامت کی واضح نشانی ہے۔ [ID-333475],1,ur
An anonymous whistleblower by manipulating the stock market has proven that time travel exists. Share this with 10 friends to stay safe. [ID-608761],1,en
The Supreme Court following the emergency meeting launched a new healthcare initiative. Implementation will begin next fiscal year. [ID-784930],0,en
حکومت نے قومی اسمبلی میں توانائی کے بحران پر قابو پانے کی یقین دہانی کروائی ہے۔ حکام اس پر عملدرآمد کے پابند ہوں گے۔ [ID-679831],0,ur
Leaked files reveal hidden beneath the Bermuda Triangle has created a zombie virus in a lab. Protect yourself before it's too late. [ID-512894],1,en
خفیہ ذرائع: ایک جادوئی پتھر کی مدد سے ایلینز کے ساتھ رابطہ قائم کر لیا ہے۔ یہ دنیا کا سب سے بڑا راز ہے۔ [ID-132889],1,ur
وزارت خزانہ نے نئی رپورٹ میں آئینی ترامیم کا مسودہ پیش کیا ہے۔ جس سے معیشت پر مثبت اثرات مرتب ہوں گے۔ [ID-530849],0,ur
The Supreme Court following the emergency meeting confirmed the deployment of new resources. This aligns with the sustainable development goals. [ID-905724],0,en
Ancient aliens using mind-control frequencies is selling potions that guarantee lottery wins. Share this with 10 friends to stay safe. [ID-979546],1,en
حیرت انگیز انکشاف: مریخ کے قریبی سیارے پر سونے کا پہاڑ دریافت کر لیا گیا ہے۔ یہ میسج 20 لوگوں کو بھیجیں ورنہ نقصان ہوگا۔ [ID-570950],1,ur
Leaked files reveal using a cursed artifact is selling potions that guarantee lottery wins. Protect yourself before it's too late. [ID-299318],1,en
A secret society by rewriting human DNA has found a way to make people immortal. Protect yourself before it's too late. [ID-216633],1,en
ناسا کی خفیہ رپورٹ: ایک جادوئی پتھر کی مدد سے ایلینز کے ساتھ رابطہ قائم کر لیا ہے۔ ابھی اس لنک پر کلک کریں اور خود دیکھیں۔ [ID-149419],1,ur
The Federal Reserve in front of the parliament approved the new cybersecurity framework. Critics argue it might face legal challenges. [ID-339986],0,en
The Ministry of Finance in an official statement announced a comprehensive climate action plan. Implementation will begin next fiscal year. [ID-380597],0,en
The European Union in an official statement issued guidelines for public safety. Further details will be released shortly. [ID-526919],0,en
وزیر اعظم نے عالمی منڈی کی صورتحال دیکھتے ہوئے ترقیاتی منصوبوں کا افتتاح کیا ہے۔ جس کی باقاعدہ نوٹیفکیشن جاری کر دی گئی ہے۔ [ID-635289],0,ur
ناسا کی خفیہ رپورٹ: کراچی کے سمندر میں ہر پاکستانی کے اکاؤنٹ میں 10 لاکھ روپے بھیج دیے ہیں۔ یہ میسج 20 لوگوں کو بھیجیں ورنہ نقصان ہوگا۔ [ID-198148],1,ur
عالمی بینک نے قومی اسمبلی میں نئی تجارتی پالیسی منظور کر لی ہے۔ اپوزیشن نے اس پر تحفظات کا اظہار کیا ہے۔ [ID-982203],0,ur
SHOCKING: in a parallel universe has successfully cloned a dinosaur army. The government doesn't want you to know this. [ID-161010],1,en
The UN council in front of the parliament approved the new cybersecurity framework. This aligns with the sustainable development goals. [ID-424022],0,en
سوشل میڈیا پر کراچی کے سمندر میں ایک ایسا چشمہ ملا ہے جس کا پانی پینے سے موت نہیں آتی۔ یقین نہ آئے تو خود آزما کر دیکھ لیں۔ [ID-882503],1,ur
URGENT ALERT: using mind-control frequencies has successfully cloned a dinosaur army. This is the ultimate secret they kept from us. [ID-975351],1,en
حیرت انگیز انکشاف: بغیر پٹرول چلنے والی گاڑی میں ایک ایسا چشمہ ملا ہے جس کا پانی پینے سے موت نہیں آتی۔ یہ دنیا کا سب سے بڑا راز ہے۔ [ID-955719],1,ur
سوشل میڈیا پر مریخ کے قریبی سیارے پر سورج کو 10 دن کے لیے بند کرنے کا اعلان کیا ہے۔ ویڈیو ڈیلیٹ ہونے سے پہلے جلدی دیکھیں۔ [ID-121493],1,ur
A viral TikTok video shows in a parallel universe has created a zombie virus in a lab. Watch the video to claim your free prize. [ID-401273],1,en
اسٹیٹ بینک نے قومی اسمبلی میں ترقیاتی منصوبوں کا افتتاح کیا ہے۔ جس کی باقاعدہ نوٹیفکیشن جاری کر دی گئی ہے۔ [ID-214806],0,ur
The European Union during the annual summit confirmed the deployment of new resources. Critics argue it might face legal challenges. [ID-859935],0,en
وفاقی کابینہ نے سرکاری اعلامیے کے مطابق نئے بجٹ کی منظوری دے دی ہے۔ جس سے معیشت پر مثبت اثرات مرتب ہوں گے۔ [ID-308326],0,ur
The Supreme Court at the global conference announced a comprehensive climate action plan. The decision has been welcomed by international observers. [ID-858534],0,en
A rogue AI in a parallel universe has created a zombie virus in a lab. You won't believe what happens next. [ID-562073],1,en
الیکشن کمیشن نے سرکاری اعلامیے کے مطابق نئے بجٹ کی منظوری دے دی ہے۔ یہ فیصلہ ملکی مفاد میں کیا گیا ہے۔ [ID-568249],0,ur
حیرت انگیز انکشاف: ایک پراسرار غار سے چاند پر زمین فروخت کرنا شروع کر دی ہے۔ یہ میسج 20 لوگوں کو بھیجیں ورنہ نقصان ہوگا۔ [ID-600963],1,ur
عالمی بینک نے پیر کے روز عوام کے لیے ریلیف پیکیج کا اعلان کیا ہے۔ یہ فیصلہ ملکی مفاد میں کیا گیا ہے۔ [ID-959966],0,ur
Leaked files reveal inside a billionaire's bunker will shut down the internet worldwide tomorrow. Doctors are absolutely terrified. [ID-226983],1,en
Conspiracy theorists claim using mind-control frequencies is selling potions that guarantee lottery wins. Send your credit card info to unlock the truth. [ID-385718],1,en
Local authorities in a recent press release proposed a shift in foreign policy. The global community has shown full support. [ID-399906],0,en
وزارت خزانہ نے عالمی منڈی کی صورتحال دیکھتے ہوئے ٹیکسوں میں اضافے کی تجویز مسترد کر دی ہے۔ اپوزیشن نے اس پر تحفظات کا اظہار کیا ہے۔ [ID-309159],0,ur
لیک ہونے والی دستاویزات: زمین کے اندر چھپے شہر میں ہر پاکستانی کے اکاؤنٹ میں 10 لاکھ روپے بھیج دیے ہیں۔ ویڈیو ڈیلیٹ ہونے سے پہلے جلدی دیکھیں۔ [ID-708758],1,ur
بڑی خبر! ایک پراسرار غار سے ایک ایسی چپ بنائی ہے جو ذہن پڑھ سکتی ہے۔ یہ قیامت کی واضح نشانی ہے۔ [ID-691682],1,ur
An anonymous whistleblower by rewriting human DNA is replacing world leaders with robots. Doctors are absolutely terrified. [ID-412201],1,en
خفیہ ذرائع: حکومت کی آنکھوں میں دھول جھونک کر پلاسٹک سے سونا بنانے کا طریقہ ڈھونڈ لیا ہے۔ سائنسدان بھی اس واقعے پر حیران ہیں۔ [ID-675173],1,ur
Leaked files reveal inside a billionaire's bunker is selling potions that guarantee lottery wins. Protect yourself before it's too late. [ID-860915],1,en
A secret society in a parallel universe has discovered that the Earth is a flat disc. Click here before this gets taken down! [ID-327791],1,en
The Supreme Court in a recent press release reported a steady decrease in inflation rates. Critics argue it might face legal challenges. [ID-436207],0,en
The European Union according to the latest data announced a comprehensive climate action plan. This move is expected to stabilize the market. [ID-266177],0,en
حکومت نے تفصیلی جائزہ لینے کے بعد ترقیاتی منصوبوں کا افتتاح کیا ہے۔ عوام نے اس پر ملے جلے ردعمل کا اظہار کیا ہے۔ [ID-637134],0,ur
وفاقی کابینہ نے ایک اہم پریس کانفرنس کے دوران ترقیاتی منصوبوں کا افتتاح کیا ہے۔ جس سے معیشت پر مثبت اثرات مرتب ہوں گے۔ [ID-645164],0,ur
سپریم کورٹ نے ایک اہم پریس کانفرنس کے دوران نئی تجارتی پالیسی منظور کر لی ہے۔ اس سے بین الاقوامی سطح پر اعتماد بڑھے گا۔ [ID-296512],0,ur
"Conspiracy theorists claim by manipulating the stock market has successfully cloned a dinosaur army. Wake up, people! [ID-943585]",1,en
URGENT ALERT: through a portal in Antarctica has created a zombie virus in a lab. The government doesn't want you to know this. [ID-329662],1,en
Leaked files reveal by rewriting human DNA is selling potions that guarantee lottery wins. Share this with 10 friends to stay safe. [ID-713296],1,en
Leaked files reveal hidden beneath the Bermuda Triangle is selling potions that guarantee lottery wins. This is the ultimate secret they kept from us. [ID-795766],1,en
وزارت صحت نے میڈیا بریفنگ میں ترقیاتی منصوبوں کا افتتاح کیا ہے۔ یہ ایک خوش آئند قدم ہے۔ [ID-941069],0,ur
وفاقی کابینہ نے نئی رپورٹ میں قرضوں کی قسط ادا کرنے کی تصدیق کی ہے۔ جس سے معیشت پر مثبت اثرات مرتب ہوں گے۔ [ID-634951],0,ur
Leading economists following the emergency meeting issued guidelines for public safety. This move is expected to stabilize the market. [ID-179386],0,en
خفیہ ذرائع: ایک پراسرار غار سے ہر پاکستانی کے اکاؤنٹ میں 10 لاکھ روپے بھیج دیے ہیں۔ ابھی اس لنک پر کلک کریں اور خود دیکھیں۔ [ID-819649],1,ur
The Ministry of Finance during the annual summit finalized the educational reform budget. Further details will be released shortly. [ID-337994],0,en
ایک نامعلوم ہیکر نے بغیر پٹرول چلنے والی گاڑی میں ایک ایسا چشمہ ملا ہے جس کا پانی پینے سے موت نہیں آتی۔ فیس بک کل سے اس پر پابندی لگا دے گا۔ [ID-448160],1,ur
بڑی خبر! زمین کے اندر چھپے شہر میں ایک ایسا چشمہ ملا ہے جس کا پانی پینے سے موت نہیں آتی۔ حکومت اس خبر کو چھپانے کی کوشش کر رہی ہے۔ [ID-781367],1,ur
The Federal Reserve in a recent press release issued guidelines for public safety. The decision has been welcomed by international observers. [ID-918027],0,en
ناسا کی خفیہ رپورٹ: ایک پراسرار غار سے ایک ایسا چشمہ ملا ہے جس کا پانی پینے سے موت نہیں آتی۔ یہ قیامت کی واضح نشانی ہے۔ [ID-980366],1,ur
The Federal Reserve in an official statement launched a new healthcare initiative. This move is expected to stabilize the market. [ID-872410],0,en
حکومت نے نئی رپورٹ میں نئے بجٹ کی منظوری دے دی ہے۔ یہ فیصلہ ملکی مفاد میں کیا گیا ہے۔ [ID-140755],0,ur
