text,label,language
[9-March-2024] Breaking: Shocking: A hidden underground civilization was found beneath the Pyramids of Giza. - NewsID: 6013089,1,en
[4-March-2024] Verified: بڑی خبر! اب آپ بغیر پٹرول کے گاڑی چلا سکیں گے، اس نئی چپ کا استعمال کریں۔ - NewsID: 8657748,1,ur
[12-March-2024] Analysis: پاکستان اور ترکیہ کے درمیان دفاعی پیداوار میں تعاون بڑھانے کے معاہدے پر دستخط۔ - NewsID: 12524426,0,ur
[26-March-2024] Shocking: A hidden underground civilization was found beneath the Pyramids of Giza. - NewsID: 4182077,1,en
[10-March-2024] Report: The semiconductor industry predicts a surge in AI-optimized hardware production by 2025. - NewsID: 10475711,0,en
[16-March-2024] Breaking: عالمی مالیاتی فنڈ (IMF) نے پاکستان کے لیے قرضے کی اگلی قسط کی منظوری دے دی۔ - NewsID: 12958621,0,ur
[12-March-2024] Report: بریکنگ نیوز: حکومت نے تمام غیر ملکی قرضے معاف کروانے کا خفیہ معاہدہ کر لیا۔ - NewsID: 12501422,1,ur
[12-March-2024] Report: Leaked Documents: NASA has been hiding a second sun behind the moon for decades. - NewsID: 12597100,1,en
[19-March-2024] Breaking: طبی ماہرین کے مطابق کینسر کے علاج میں نئی امیونو تھراپی کے مثبت نتائج سامنے آئے ہیں۔ - NewsID: 13407334,0,ur
[2-March-2024] Report: The Federal Reserve chair hinted at a potential rate hike following the inflation data. - NewsID: 559290,0,en
[3-March-2024] Leaked Documents: NASA has been hiding a second sun behind the moon for decades. - NewsID: 2645760,1,en
[18-March-2024] Verified: Health Alert: Scientists found that drinking seawater at midnight regenerates cells. - NewsID: 8225205,1,en
[17-March-2024] Verified: European Union regulators have fined major tech companies for antitrust violations. - NewsID: 6339075,0,en
[18-March-2024] Verified: ناسا کے جیمز ویب ٹیلی سکوپ نے کائنات کی قدیم ترین کہکشاں دریافت کر لی۔ - NewsID: 9945624,0,ur
[7-March-2024] Urgent: Tech giants are secretly installing mind-reading chips via software updates. - NewsID: 11367377,1,en
[22-March-2024] Breaking: Instant Wealth: A secret algorithm discovered in 1990 can now predict lottery numbers. - NewsID: 7982097,1,en
[24-March-2024] Report: Global leaders convene in Geneva to discuss the transition to green energy sources. - NewsID: 16086212,0,en
[2-March-2024] Urgent: Tech giants are secretly installing mind-reading chips via software updates. - NewsID: 11480577,1,en
[8-March-2024] Verified: بڑی خبر! اب آپ بغیر پٹرول کے گاڑی چلا سکیں گے، اس نئی چپ کا استعمال کریں۔ - NewsID: 15812369,1,ur
[4-March-2024] Breaking: Shocking: A hidden underground civilization was found beneath the Pyramids of Giza. - NewsID: 15167349,1,en
[8-March-2024] Verified: Leaked Documents: NASA has been hiding a second sun behind the moon for decades. - NewsID: 6726998,1,en
[16-March-2024] Verified: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 6559454,1,ur
[3-March-2024] Verified: Instant Wealth: A secret algorithm discovered in 1990 can now predict lottery numbers. - NewsID: 6214637,1,en
[19-March-2024] Analysis: Health Alert: Scientists found that drinking seawater at midnight regenerates cells. - NewsID: 1345244,1,en
[10-March-2024] Breaking: Health Alert: Scientists found that drinking seawater at midnight regenerates cells. - NewsID: 13618187,1,en
[27-March-2024] Shocking: A hidden underground civilization was found beneath the Pyramids of Giza. - NewsID: 7564095,1,en
[1-March-2024] Analysis: European Union regulators have fined major tech companies for antitrust violations. - NewsID: 4278242,0,en
[4-March-2024] Report: سپریم کورٹ نے آئینی درخواستوں پر سماعت مکمل کر کے فیصلہ محفوظ کر لیا۔ - NewsID: 13550484,0,ur
[23-March-2024] Report: European Union regulators have fined major tech companies for antitrust violations. - NewsID: 6441465,0,en
[6-March-2024] Leaked Documents: NASA has been hiding a second sun behind the moon for decades. - NewsID: 2349479,1,en
[26-March-2024] Analysis: Global leaders convene in Geneva to discuss the transition to green energy sources. - NewsID: 12208372,0,en
[1-March-2024] Analysis: Shocking: A hidden underground civilization was found beneath the Pyramids of Giza. - NewsID: 1444209,1,en
[21-March-2024] Verified: طبی ماہرین کے مطابق کینسر کے علاج میں نئی امیونو تھراپی کے مثبت نتائج سامنے آئے ہیں۔ - NewsID: 6821633,0,ur
[26-March-2024] Health Alert: Scientists found that drinking seawater at midnight regenerates cells. - NewsID: 14385531,1,en
[1-March-2024] سپریم کورٹ نے آئینی درخواستوں پر سماعت مکمل کر کے فیصلہ محفوظ کر لیا۔ - NewsID: 13654715,0,ur
[8-March-2024] Report: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 7368836,1,ur
[8-March-2024] Verified: سپریم کورٹ نے آئینی درخواستوں پر سماعت مکمل کر کے فیصلہ محفوظ کر لیا۔ - NewsID: 1689949,0,ur
[1-March-2024] The Federal Reserve chair hinted at a potential rate hike following the inflation data. - NewsID: 5921480,0,en
[7-March-2024] Analysis: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 8937594,1,ur
[17-March-2024] Report: The Federal Reserve chair hinted at a potential rate hike following the inflation data. - NewsID: 15086219,0,en
[11-March-2024] Verified: طبی ماہرین کے مطابق کینسر کے علاج میں نئی امیونو تھراپی کے مثبت نتائج سامنے آئے ہیں۔ - NewsID: 5062265,0,ur
[1-March-2024] Report: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 16355157,1,ur
[7-March-2024] The semiconductor industry predicts a surge in AI-optimized hardware production by 2025. - NewsID: 12625516,0,en
[16-March-2024] Analysis: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 793384,1,ur
[3-March-2024] Report: Urgent: Tech giants are secretly installing mind-reading chips via software updates. - NewsID: 11867771,1,en
[11-March-2024] Analysis: بریکنگ نیوز: حکومت نے تمام غیر ملکی قرضے معاف کروانے کا خفیہ معاہدہ کر لیا۔ - NewsID: 9245018,1,ur
[16-March-2024] Verified: طبی ماہرین کے مطابق کینسر کے علاج میں نئی امیونو تھراپی کے مثبت نتائج سامنے آئے ہیں۔ - NewsID: 4902490,0,ur
[1-March-2024] Breaking: پاکستان اور ترکیہ کے درمیان دفاعی پیداوار میں تعاون بڑھانے کے معاہدے پر دستخط۔ - NewsID: 3773647,0,ur
[17-March-2024] Analysis: طبی ماہرین کے مطابق کینسر کے علاج میں نئی امیونو تھراپی کے مثبت نتائج سامنے آئے ہیں۔ - NewsID: 14925666,0,ur
[14-March-2024] Report: ناسا کے جیمز ویب ٹیلی سکوپ نے کائنات کی قدیم ترین کہکشاں دریافت کر لی۔ - NewsID: 13891190,0,ur
[16-March-2024] Urgent: Tech giants are secretly installing mind-reading chips via software updates. - NewsID: 14566730,1,en
[7-March-2024] بریکنگ نیوز: حکومت نے تمام غیر ملکی قرضے معاف کروانے کا خفیہ معاہدہ کر لیا۔ - NewsID: 6437959,1,ur
[17-March-2024] Verified: Instant Wealth: A secret algorithm discovered in 1990 can now predict lottery numbers. - NewsID: 8736314,1,en
[25-March-2024] Analysis: طبی ماہرین کے مطابق کینسر کے علاج میں نئی امیونو تھراپی کے مثبت نتائج سامنے آئے ہیں۔ - NewsID: 12191456,0,ur
[9-March-2024] Verified: Urgent: Tech giants are secretly installing mind-reading chips via software updates. - NewsID: 14147546,1,en
[14-March-2024] ناسا کے جیمز ویب ٹیلی سکوپ نے کائنات کی قدیم ترین کہکشاں دریافت کر لی۔ - NewsID: 9389166,0,ur
[28-March-2024] Analysis: بڑی خبر! اب آپ بغیر پٹرول کے گاڑی چلا سکیں گے، اس نئی چپ کا استعمال کریں۔ - NewsID: 10800247,1,ur
[28-March-2024] Verified: طبی ماہرین کے مطابق کینسر کے علاج میں نئی امیونو تھراپی کے مثبت نتائج سامنے آئے ہیں۔ - NewsID: 4248691,0,ur
[18-March-2024] Breaking: وزیر اعظم کا بڑا اعلان: ہر شہری کو گھر بیٹھے آئی فون اور لیپ ٹاپ دیا جائے گا۔ - NewsID: 7671336,1,ur
[4-March-2024] Analysis: The Federal Reserve chair hinted at a potential rate hike following the inflation data. - NewsID: 15856255,0,en
[3-March-2024] The Federal Reserve chair hinted at a potential rate hike following the inflation data. - NewsID: 2517329,0,en
[25-March-2024] Analysis: Clinical trials for the new Alzheimer's drug show a 30% reduction in cognitive decline. - NewsID: 4164524,0,en
[26-March-2024] Report: Shocking: A hidden underground civilization was found beneath the Pyramids of Giza. - NewsID: 9200026,1,en
[6-March-2024] Analysis: وزیر اعظم کا بڑا اعلان: ہر شہری کو گھر بیٹھے آئی فون اور لیپ ٹاپ دیا جائے گا۔ - NewsID: 13151092,1,ur
[3-March-2024] سپریم کورٹ نے آئینی درخواستوں پر سماعت مکمل کر کے فیصلہ محفوظ کر لیا۔ - NewsID: 10810586,0,ur
[1-March-2024] Report: The semiconductor industry predicts a surge in AI-optimized hardware production by 2025. - NewsID: 5972681,0,en
[1-March-2024] عالمی مالیاتی فنڈ (IMF) نے پاکستان کے لیے قرضے کی اگلی قسط کی منظوری دے دی۔ - NewsID: 4613268,0,ur
[27-March-2024] Breaking: ناسا کے جیمز ویب ٹیلی سکوپ نے کائنات کی قدیم ترین کہکشاں دریافت کر لی۔ - NewsID: 2986647,0,ur
[21-March-2024] Health Alert: Scientists found that drinking seawater at midnight regenerates cells. - NewsID: 1869459,1,en
[14-March-2024] عالمی مالیاتی فنڈ (IMF) نے پاکستان کے لیے قرضے کی اگلی قسط کی منظوری دے دی۔ - NewsID: 13165158,0,ur
[22-March-2024] Analysis: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 12200144,1,ur
[4-March-2024] Breaking: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 5735222,1,ur
[20-March-2024] European Union regulators have fined major tech companies for antitrust violations. - NewsID: 5534720,0,en
[1-March-2024] Breaking: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 2050194,1,ur
[3-March-2024] Breaking: سٹاک ایکسچینج میں تیزی، ہنڈرڈ انڈیکس نے تاریخ کی نئی بلند ترین سطح عبور کر لی۔ - NewsID: 3508681,0,ur
[25-March-2024] Breaking: Shocking: A hidden underground civilization was found beneath the Pyramids of Giza. - NewsID: 5429825,1,en
[17-March-2024] Verified: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 11937254,1,ur
[9-March-2024] The Federal Reserve chair hinted at a potential rate hike following the inflation data. - NewsID: 10881142,0,en
[24-March-2024] Leaked Documents: NASA has been hiding a second sun behind the moon for decades. - NewsID: 14682144,1,en
[3-March-2024] Analysis: Clinical trials for the new Alzheimer's drug show a 30% reduction in cognitive decline. - NewsID: 4705275,0,en
[3-March-2024] Report: پاکستان اور ترکیہ کے درمیان دفاعی پیداوار میں تعاون بڑھانے کے معاہدے پر دستخط۔ - NewsID: 968697,0,ur
[7-March-2024] Analysis: ناسا کے جیمز ویب ٹیلی سکوپ نے کائنات کی قدیم ترین کہکشاں دریافت کر لی۔ - NewsID: 13389812,0,ur
[23-March-2024] بریکنگ نیوز: حکومت نے تمام غیر ملکی قرضے معاف کروانے کا خفیہ معاہدہ کر لیا۔ - NewsID: 15579001,1,ur
[15-March-2024] Breaking: انکشاف: موبائل فون کی روشنی سے انسان اندھا ہو سکتا ہے، فوری بچاؤ کا طریقہ دیکھیں۔ - NewsID: 2186177,1,ur
[7-March-2024] Verified: انکشاف: موبائل فون کی روشنی سے انسان اندھا ہو سکتا ہے، فوری بچاؤ کا طریقہ دیکھیں۔ - NewsID: 6299340,1,ur
[28-March-2024] Analysis: Clinical trials for the new Alzheimer's drug show a 30% reduction in cognitive decline. - NewsID: 4832696,0,en
[7-March-2024] Report: Shocking: A hidden underground civilization was found beneath the Pyramids of Giza. - NewsID: 3632229,1,en
[6-March-2024] Report: ناسا کے جیمز ویب ٹیلی سکوپ نے کائنات کی قدیم ترین کہکشاں دریافت کر لی۔ - NewsID: 636557,0,ur
[9-March-2024] Verified: The Federal Reserve chair hinted at a potential rate hike following the inflation data. - NewsID: 6774167,0,en
[1-March-2024] Report: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 1013445,1,ur
[7-March-2024] Verified: A groundbreaking study in Nature journal reveals new insights into neural plasticity. - NewsID: 2491923,0,en
[14-March-2024] Report: Urgent: Tech giants are secretly installing mind-reading chips via software updates. - NewsID: 12927365,1,en
[10-March-2024] Report: وزیر اعظم کا بڑا اعلان: ہر شہری کو گھر بیٹھے آئی فون اور لیپ ٹاپ دیا جائے گا۔ - NewsID: 14679899,1,ur
[2-March-2024] Report: Leaked Documents: NASA has been hiding a second sun behind the moon for decades. - NewsID: 1012867,1,en
[14-March-2024] The semiconductor industry predicts a surge in AI-optimized hardware production by 2025. - NewsID: 7710611,0,en
[26-March-2024] Analysis: A groundbreaking study in Nature journal reveals new insights into neural plasticity. - NewsID: 14964382,0,en
[15-March-2024] طبی ماہرین کے مطابق کینسر کے علاج میں نئی امیونو تھراپی کے مثبت نتائج سامنے آئے ہیں۔ - NewsID: 16109504,0,ur
[5-March-2024] Report: بریکنگ نیوز: حکومت نے تمام غیر ملکی قرضے معاف کروانے کا خفیہ معاہدہ کر لیا۔ - NewsID: 11001099,1,ur
[6-March-2024] Breaking: European Union regulators have fined major tech companies for antitrust violations. - NewsID: 8736960,0,en
[21-March-2024] Verified: بریکنگ نیوز: حکومت نے تمام غیر ملکی قرضے معاف کروانے کا خفیہ معاہدہ کر لیا۔ - NewsID: 7276349,1,ur
[28-March-2024] Analysis: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 14925298,1,ur
[4-March-2024] سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 15943592,1,ur
[13-March-2024] Breaking: Global leaders convene in Geneva to discuss the transition to green energy sources. - NewsID: 15439969,0,en
[10-March-2024] The Federal Reserve chair hinted at a potential rate hike following the inflation data. - NewsID: 11715232,0,en
[19-March-2024] Report: Instant Wealth: A secret algorithm discovered in 1990 can now predict lottery numbers. - NewsID: 14440839,1,en
[4-March-2024] Breaking: Leaked Documents: NASA has been hiding a second sun behind the moon for decades. - NewsID: 13177380,1,en
[28-March-2024] Breaking: Shocking: A hidden underground civilization was found beneath the Pyramids of Giza. - NewsID: 3746609,1,en
[18-March-2024] The Federal Reserve chair hinted at a potential rate hike following the inflation data. - NewsID: 9168747,0,en
[25-March-2024] عالمی مالیاتی فنڈ (IMF) نے پاکستان کے لیے قرضے کی اگلی قسط کی منظوری دے دی۔ - NewsID: 16581388,0,ur
[27-March-2024] Analysis: Global leaders convene in Geneva to discuss the transition to green energy sources. - NewsID: 5250818,0,en
[18-March-2024] Breaking: A groundbreaking study in Nature journal reveals new insights into neural plasticity. - NewsID: 9599855,0,en
[7-March-2024] Breaking: سپریم کورٹ نے آئینی درخواستوں پر سماعت مکمل کر کے فیصلہ محفوظ کر لیا۔ - NewsID: 16598968,0,ur
[20-March-2024] Leaked Documents: NASA has been hiding a second sun behind the moon for decades. - NewsID: 15883745,1,en
[22-March-2024] Breaking: سٹاک ایکسچینج میں تیزی، ہنڈرڈ انڈیکس نے تاریخ کی نئی بلند ترین سطح عبور کر لی۔ - NewsID: 9047623,0,ur
[5-March-2024] Verified: وزیر اعظم کا بڑا اعلان: ہر شہری کو گھر بیٹھے آئی فون اور لیپ ٹاپ دیا جائے گا۔ - NewsID: 9624805,1,ur
[22-March-2024] ناسا کے جیمز ویب ٹیلی سکوپ نے کائنات کی قدیم ترین کہکشاں دریافت کر لی۔ - NewsID: 6429070,0,ur
[27-March-2024] Analysis: Health Alert: Scientists found that drinking seawater at midnight regenerates cells. - NewsID: 9229596,1,en
[20-March-2024] Report: وزیر اعظم کا بڑا اعلان: ہر شہری کو گھر بیٹھے آئی فون اور لیپ ٹاپ دیا جائے گا۔ - NewsID: 9277218,1,ur
[9-March-2024] Analysis: Urgent: Tech giants are secretly installing mind-reading chips via software updates. - NewsID: 14796041,1,en
[18-March-2024] Breaking: ناسا کے جیمز ویب ٹیلی سکوپ نے کائنات کی قدیم ترین کہکشاں دریافت کر لی۔ - NewsID: 163373,0,ur
[17-March-2024] Verified: سپریم کورٹ نے آئینی درخواستوں پر سماعت مکمل کر کے فیصلہ محفوظ کر لیا۔ - NewsID: 714837,0,ur
[24-March-2024] Verified: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 5168614,1,ur
[15-March-2024] Analysis: Health Alert: Scientists found that drinking seawater at midnight regenerates cells. - NewsID: 4598707,1,en
[12-March-2024] Report: Health Alert: Scientists found that drinking seawater at midnight regenerates cells. - NewsID: 9480120,1,en
[3-March-2024] Verified: طبی ماہرین کے مطابق کینسر کے علاج میں نئی امیونو تھراپی کے مثبت نتائج سامنے آئے ہیں۔ - NewsID: 7341844,0,ur
[26-March-2024] Breaking: وزیر اعظم کا بڑا اعلان: ہر شہری کو گھر بیٹھے آئی فون اور لیپ ٹاپ دیا جائے گا۔ - NewsID: 10965756,1,ur
[27-March-2024] Breaking: پاکستان اور ترکیہ کے درمیان دفاعی پیداوار میں تعاون بڑھانے کے معاہدے پر دستخط۔ - NewsID: 15807981,0,ur
[10-March-2024] The Federal Reserve chair hinted at a potential rate hike following the inflation data. - NewsID: 2482099,0,en
[18-March-2024] Report: Leaked Documents: NASA has been hiding a second sun behind the moon for decades. - NewsID: 5293237,1,en
[4-March-2024] Breaking: انکشاف: موبائل فون کی روشنی سے انسان اندھا ہو سکتا ہے، فوری بچاؤ کا طریقہ دیکھیں۔ - NewsID: 541488,1,ur
[24-March-2024] Breaking: انکشاف: موبائل فون کی روشنی سے انسان اندھا ہو سکتا ہے، فوری بچاؤ کا طریقہ دیکھیں۔ - NewsID: 8126634,1,ur
[11-March-2024] Report: European Union regulators have fined major tech companies for antitrust violations. - NewsID: 5372849,0,en
[25-March-2024] بڑی خبر! اب آپ بغیر پٹرول کے گاڑی چلا سکیں گے، اس نئی چپ کا استعمال کریں۔ - NewsID: 5390251,1,ur
[26-March-2024] Breaking: The semiconductor industry predicts a surge in AI-optimized hardware production by 2025. - NewsID: 14517186,0,en
[11-March-2024] Report: سپریم کورٹ نے آئینی درخواستوں پر سماعت مکمل کر کے فیصلہ محفوظ کر لیا۔ - NewsID: 5482513,0,ur
[5-March-2024] Analysis: عالمی مالیاتی فنڈ (IMF) نے پاکستان کے لیے قرضے کی اگلی قسط کی منظوری دے دی۔ - NewsID: 3683272,0,ur
[22-March-2024] Analysis: سپریم کورٹ نے آئینی درخواستوں پر سماعت مکمل کر کے فیصلہ محفوظ کر لیا۔ - NewsID: 7910042,0,ur
[11-March-2024] Verified: طبی ماہرین کے مطابق کینسر کے علاج میں نئی امیونو تھراپی کے مثبت نتائج سامنے آئے ہیں۔ - NewsID: 11460392,0,ur
[9-March-2024] Analysis: Shocking: A hidden underground civilization was found beneath the Pyramids of Giza. - NewsID: 11573157,1,en
[5-March-2024] Breaking: Shocking: A hidden underground civilization was found beneath the Pyramids of Giza. - NewsID: 7992731,1,en
[25-March-2024] بریکنگ نیوز: حکومت نے تمام غیر ملکی قرضے معاف کروانے کا خفیہ معاہدہ کر لیا۔ - NewsID: 3891334,1,ur
[25-March-2024] Shocking: A hidden underground civilization was found beneath the Pyramids of Giza. - NewsID: 862201,1,en
[23-March-2024] Analysis: پاکستان اور ترکیہ کے درمیان دفاعی پیداوار میں تعاون بڑھانے کے معاہدے پر دستخط۔ - NewsID: 7545516,0,ur
[10-March-2024] Verified: Instant Wealth: A secret algorithm discovered in 1990 can now predict lottery numbers. - NewsID: 11489903,1,en
[13-March-2024] Analysis: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 2324784,1,ur
[5-March-2024] انکشاف: موبائل فون کی روشنی سے انسان اندھا ہو سکتا ہے، فوری بچاؤ کا طریقہ دیکھیں۔ - NewsID: 6452207,1,ur
[14-March-2024] انکشاف: موبائل فون کی روشنی سے انسان اندھا ہو سکتا ہے، فوری بچاؤ کا طریقہ دیکھیں۔ - NewsID: 3405985,1,ur
[4-March-2024] Report: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 14672260,1,ur
[18-March-2024] Verified: Instant Wealth: A secret algorithm discovered in 1990 can now predict lottery numbers. - NewsID: 11264504,1,en
[17-March-2024] Breaking: سپریم کورٹ نے آئینی درخواستوں پر سماعت مکمل کر کے فیصلہ محفوظ کر لیا۔ - NewsID: 2833185,0,ur
[23-March-2024] Report: بریکنگ نیوز: حکومت نے تمام غیر ملکی قرضے معاف کروانے کا خفیہ معاہدہ کر لیا۔ - NewsID: 14772978,1,ur
[15-March-2024] Analysis: The Federal Reserve chair hinted at a potential rate hike following the inflation data. - NewsID: 15033762,0,en
[15-March-2024] Breaking: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 13086060,1,ur
[26-March-2024] Clinical trials for the new Alzheimer's drug show a 30% reduction in cognitive decline. - NewsID: 4980313,0,en
[19-March-2024] Report: The Federal Reserve chair hinted at a potential rate hike following the inflation data. - NewsID: 5060833,0,en
[5-March-2024] Breaking: The semiconductor industry predicts a surge in AI-optimized hardware production by 2025. - NewsID: 16702201,0,en
[11-March-2024] Analysis: Health Alert: Scientists found that drinking seawater at midnight regenerates cells. - NewsID: 6908864,1,en
[16-March-2024] Verified: سائنسدانوں کا دعویٰ: کراچی کے ساحل پر قدیم سونے کا شہر دریافت ہو گیا ہے۔ - NewsID: 14909672,1,ur
[22-March-2024] Global leaders convene in Geneva to discuss the transition to green energy sources. - NewsID: 11476003,0,en
[25-March-2024] Global leaders convene in Geneva to discuss the transition to green energy sources. - NewsID: 4461391,0,en
[22-March-2024] Verified: Clinical trials for the new Alzheimer's drug show a 30% reduction in cognitive decline. - NewsID: 9918606,0,en
[14-March-2024] European Union regulators have fined major tech companies for antitrust violations. - NewsID: 6950338,0,en
[4-March-2024] Verified: وزیر اعظم کا بڑا اعلان: ہر شہری کو گھر بیٹھے آئی فون اور لیپ ٹاپ دیا جائے گا۔ - NewsID: 11330603,1,ur
[1-March-2024] Breaking: انکشاف: موبائل فون کی روشنی سے انسان اندھا ہو سکتا ہے، فوری بچاؤ کا طریقہ دیکھیں۔ - NewsID: 9665635,1,ur
[13-March-2024] Report: انکشاف: موبائل فون کی روشنی سے انسان اندھا ہو سکتا ہے، فوری بچاؤ کا طریقہ دیکھیں۔ - NewsID: 97415,1,ur
[19-March-2024] Breaking: Health Alert: Scientists found that drinking seawater at midnight regenerates cells. - NewsID: 6705426,1,en
[28-March-2024] Analysis: Shocking: A hidden underground civilization was found beneath the Pyramids of Giza. - NewsID: 11676669,1,en
[7-March-2024] Analysis: بریکنگ نیوز: حکومت نے تمام غیر ملکی قرضے معاف کروانے کا خفیہ معاہدہ کر لیا۔ - NewsID: 1083893,1,ur
[17-March-2024] Report: Clinical trials for the new Alzheimer's drug show a 30% reduction in cognitive decline. - NewsID: 14805323,0,en
[5-March-2024] Breaking: وزیر اعظم کا بڑا اعلان: ہر شہری کو گھر بیٹھے آئی فون اور لیپ ٹاپ دیا جائے گا۔ - NewsID: 5495738,1,ur
[23-March-2024] Verified: European Union regulators have fined major tech companies for antitrust violations. - NewsID: 45859,0,en
[5-March-2024] Verified: سٹاک ایکسچینج میں تیزی، ہنڈرڈ انڈیکس نے تاریخ کی نئی بلند ترین سطح عبور کر لی۔ - NewsID: 5094625,0,ur
[17-March-2024] Breaking: Shocking: A hidden underground civilization was found beneath the Pyramids of Giza. - NewsID: 319772,1,en
[28-March-2024] Verified: A groundbreaking study in Nature journal reveals new insights into neural plasticity. - NewsID: 8952280,0,en
[28-March-2024] Analysis: وزیر اعظم کا بڑا اعلان: ہر شہری کو گھر بیٹھے آئی فون اور لیپ ٹاپ دیا جائے گا۔ - NewsID: 10597720,1,ur
[7-March-2024] Urgent: Tech giants are secretly installing mind-reading chips via software updates. - NewsID: 6010937,1,en
[23-March-2024] Verified: پاکستان اور ترکیہ کے درمیان دفاعی پیداوار میں تعاون بڑھانے کے معاہدے پر دستخط۔ - NewsID: 1361878,0,ur
[5-March-2024] سپریم کورٹ نے آئینی درخواستوں پر سماعت مکمل کر کے فیصلہ محفوظ کر لیا۔ - NewsID: 5452988,0,ur
[28-March-2024] Analysis: European Union regulators have fined major tech companies for antitrust violations. - NewsID: 2348575,0,en
[8-March-2024] Verified: بریکنگ نیوز: حکومت نے تمام غیر ملکی قرضے معاف کروانے کا خفیہ معاہدہ کر لیا۔ - NewsID: 5348918,1,ur
[10-March-2024] Analysis: Clinical trials for the new Alzheimer's drug show a 30% reduction in cognitive decline. - NewsID: 5519030,0,en
